integrated_code	L2	L1	endangered_aggregated_status	eth_status	cru_docs	cru_words	cru_floss_splchk	cru_watchtower	cru_udhr	in_omniglot	la_primary_texts_online	la_primary_texts_all	la_lang_descr_online	la_lang_descr_all	la_lex_res_online	la_lex_res_all	la_res_in_online	la_res_in_all	la_res_about_online	la_res_about_all	la_oth_res_in_online	la_oth_res_in_all	la_oth_res_about_online	la_oth_res_about_all	mac_input	mac_input_partial	microsoft_pack	win10_input_method	ubuntu_pack	ubuntu_input	office13_if_pack	office13_lp	firefox_lpack	firefox_dict	wals_samples_100	wals_samples_200	indi_blogs	indi_posts	indi_words	indi_users	indi_tweets	wp_articles	wp_total	wp_edits	wp_admins	wp_users	wp_active_users	wp_images	wp_depth	wp_inc	wp_real_articles	wp_adjusted_size	uriel_feats	on_bible_org	in_leipzig_corpora	find_bible_all_versions	treetagger	endangered_langspec	endangered_lex	seed_label
ndm_____________A	0.0	8.40290404501	7	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndl_____________A	0.0	8.98732181285	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndo_____________A	0.0	13.6010801864	0	5	58.0	169598.0	0	1	1	0	1.0	1.0	3.0	4.0	1.0	1.0							5.0	5.0	0	1	0	0	0	0	0	0	0	0	0	0				12.0	9074.0	8.0	440.0	6040.0	0.0	1746.0	0.0	0.0	0.0	1	16.0	149088.922205	217.0	1	0	2.0	0	0	0	-
ndn_____________A	0.0	8.00670084544	0	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
nda_____________A	0.0	8.61812390999	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndc_____________A	0.0	14.6826114658	0	4	3.0	1222.0	0	1	0	0	1.0	1.0	1.0	2.0	1.0	1.0							3.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
ndb_____________A	0.0	10.1266711031	0	5			0	0	0	0			4.0	4.0									2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
nde_____________A	0.0	14.2683686642	0	3	3.0	52652.0	0	0	0	1	1.0	1.0	3.0	3.0	1.0	1.0							2.0	2.0	0	1	0	0	0	0	0	0	0	0	0	0														1	3.0	23320.7366915	158.0	0	0	2.0	0	0	1	-
ndd_____________A	0.0	9.87822102529	0	6.0			0	0	0	0			1.0	1.0	0.0	3.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndg_____________A	0.0	11.1844352868	0	6.5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndf_____________A	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndy_____________A	0.0	9.85119375781	0	6.0			0	0	0	0			2.0	2.0									1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndx_____________A	0.0	9.21044036698	0	5			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
ndz_____________A	0.0	9.90353755129	0	5	1.0	324361.0	0	0	0	0			4.0	5.0	2.0	2.0							2.0	23.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0	2.0	0	0	0	-
ndq_____________A	0.0	10.0123867995	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndp_____________A	0.0	11.8041089005	0	5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
nds_____________A	0.0	6.90875477932	0	5	2.0	738587.0	0	0	0	1			4.0	4.0	2.0	2.0					1.0	1.0	3.0	3.0	0	0	0	0	1	1	0	0	0	0	0	0				9.0	7408.0	5847.0	15583.0	305908.0	6.0	14418.0	23.0	727.0	54.0	0	3334.0	28716595.1082	158.0	0	1		0	0	0	-
ndr_____________A	0.0	10.5452624882	5	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndu_____________A	0.0	8.85380827498	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndt_____________A	0.0	7.82444593088	0	6.0			0	0	0	0			3.0	3.0	1.0	1.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			43.0	0	0		0	0	0	-
ndw_____________A	0.0	9.23024103368	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ndv_____________A	0.0	10.403611113	5	5			0	0	0	0			5.0	5.0	1.0	1.0							3.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			245.0	0	0		0	0	0	-
owl_____________A	0.0	0.0	0	7			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
owi_____________A	0.0	5.70378247466	7	5			0	0	0	0	2.0	2.0	4.0	4.0	2.0	2.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			18.0	0	0		0	0	0	-
vaj_____________A	0.0	11.023551435	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vah_____________A	0.0	15.7571259262	0	5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vai_____________A	0.0	11.6910800185	0	5	2.0	4322.0	0	0	1	1			4.0	4.0	1.0	1.0							4.0	4.0	0	1	0	0	0	0	0	0	0	0	0	0														0			215.0	0	0		0	0	0	-
van_____________A	0.0	7.260171166	7	8.0			0	0	0	0	1.0	1.0	2.0	2.0	1.0	1.0					1.0	1.0	5.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			76.0	0	0		0	0	0	-
vao_____________A	0.0	7.55013534249	0	6.0			0	0	0	0	7.0	7.0	5.0	5.0	6.0	6.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	-
val_____________A	0.0	4.33729074083	8	7			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vam_____________A	0.0	7.72023984213	6	6.0			0	0	0	0			6.0	7.0	1.0	1.0							6.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0														0			235.0	0	0		0	0	0	-
vaa_____________A	0.0	9.13787720024	0	6.0			0	0	0	0			2.0	2.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
vaf_____________A	0.0	9.71223624392	5	7			0	0	0	0			2.0	2.0									6.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0														0			24.0	0	0		0	0	0	s
vag_____________A	0.0	9.51051903576	0	5	3.0	214378.0	0	0	0	0	1.0	1.0	4.0	4.0	1.0	3.0							5.0	36.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0	2.0	0	0	0	-
vae_____________A	0.0	8.59433940059	0	6.0			0	0	0	0			1.0	1.0									1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vay_____________A	0.0	7.01884932649	7	7			0	0	0	0	55.0	55.0	3.0	4.0									6.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			72.0	0	0		0	0	1	-
var_____________A	0.0	7.88325787049	6	6.0	17.0	174053.0	0	0	0	0	1.0	1.0	3.0	3.0	1.0	1.0							12.0	14.0	0	0	0	0	0	0	0	0	0	0	0	0														0			204.0	1	0	1.0	0	0	0	-
vas_____________A	0.0	13.9978329481	0	5			0	0	0	1			2.0	2.0									2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														1	2.0	7880.50826265	0.0	0	0		0	0	0	-
vap_____________A	0.0	10.403944608	5	5	117.0	317284.0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	1	0	2.0	0	0	0	-
vav_____________A	0.0	13.3046866009	0	5			0	0	0	0			2.0	2.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vau_____________A	0.0	8.81001204797	0	6.0			0	0	0	0			1.0	1.0	1.0	2.0							1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
bcl_____________A	0.0	14.7318016898	0	3	6.0	232045.0	0	0	0	0	1.0	1.0	6.0	6.0	1.0	2.0							10.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0						6842.0	12087.0	170596.0	1.0	10068.0	17.0	1286.0	8.0	0	1548.0	12184096.7505	183.0	1	1	4.0	0	0	1	-
bch_____________A	0.0	7.23056315341	0	5	382.0	352733.0	0	0	0	0			6.0	7.0	3.0	3.0							2.0	47.0	0	0	0	0	0	0	0	0	0	0	0	0														0			172.0	1	0	5.0	0	0	1	-
bci_____________A	0.0	14.5716330072	0	5	65.0	81236.0	0	1	1	0			3.0	4.0	1.0	1.0							6.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0														0			199.0	0	0		0	0	0	-
lvu_____________A	0.0	8.29429960886	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lvs_____________A	0.0	14.2552231357	0	1	6175.0	1505381.0	1	1	1	0					1.0	1.0							1.0	1.0	0	0	0	1	0	0	0	1	0	0	0	0														0			0.0	0	0	6.0	0	0	0	-
bcd_____________A	0.0	6.90875477932	0	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	s
lva_____________A	0.0	3.98898404656	8	8.5			0	0	0	0			1.0	1.0							1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
bce_____________A	0.0	8.29429960886	0	6.0			0	0	0	0			3.0	3.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
lvk_____________A	0.0	7.46221493977	6	6.0			0	0	0	0	6.0	6.0	4.0	4.0	3.0	3.0							8.0	10.0	0	0	0	0	0	0	0	0	0	0	1	1														0			257.0	0	0		0	0	1	-
myy_____________A	0.0	6.65221765986	6	6.5	1.0	224614.0	0	0	0	0	3.0	3.0	6.0	7.0	2.0	3.0							11.0	23.0	0	0	0	0	0	0	0	0	0	0	0	0														0			170.0	1	0	7.0	0	0	0	-
myx_____________A	0.0	13.9288401361	0	5			0	0	0	0			2.0	2.0	0.0	1.0							2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0	2.0	0	0	1	s
myz_____________A	0.0	0.0	0	9			0	0	0	0	1.0	1.0	2.0	2.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
myq_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
myp_____________A	0.0	5.81859814908	7	6.0			0	0	0	1			4.0	7.0									10.0	23.0	0	0	0	0	0	0	0	0	0	0	1	1														0			257.0	0	0		0	0	0	-
mys_____________A	0.0	0.0	0	10			0	0	0	0			2.0	2.0									2.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	0	s
myr_____________A	0.0	1.38629436112	8	8.5			0	0	0	0	1.0	1.0	5.0	5.0									2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	-
myu_____________A	0.0	8.99640430141	6	6.5	2.0	193832.0	0	0	0	0			6.0	10.0	1.0	1.0							10.0	21.0	0	0	0	0	0	0	0	0	0	0	0	0														0			178.0	1	0	5.0	0	0	0	-
myt_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
myw_____________A	0.0	8.69968140099	0	5	286.0	144691.0	0	0	0	0	1.0	1.0	7.0	7.0	3.0	3.0							14.0	35.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0	4.0	0	0	1	-
myv_____________A	0.0	12.555390593	4	5	3.0	142096.0	0	1	0	1			2.0	2.0	1.0	1.0					0.0	1.0	8.0	9.0	0	1	0	0	0	0	0	0	0	0	0	0						3253.0	6846.0	85307.0	3.0	5880.0	12.0	0.0	15.0	0	315.0	2541131.72828	44.0	0	0	1.0	0	0	0	-
myi_____________A	0.0	15.1505118879	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
myh_____________A	0.0	2.56494935746	8	8.0			0	0	0	0	73.0	129.0	3.0	28.0	0.0	10.0							7.0	13.0	0	0	0	0	0	0	0	0	0	0	1	1														0			93.0	0	0		0	0	0	-
myk_____________A	0.0	13.5117004586	0	4	1.0	266707.0	0	0	0	0	1.0	1.0	4.0	4.0	1.0	3.0							2.0	14.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	1	0	5.0	0	0	0	-
myj_____________A	0.0	5.95842469303	7	8.5			0	0	0	0			2.0	3.0									1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mym_____________A	8.74846362994	11.2399743571	7	4			0	0	0	0	0.0	1.0	5.0	10.0	1.0	1.0							9.0	74.0	0	0	0	0	0	0	0	0	0	0	0	0														0			230.0	0	0		0	0	0	-
myl_____________A	0.0	8.61268517288	0	5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
myo_____________A	0.0	7.03218285736	7	8.0			0	0	0	0			2.0	2.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			170.0	0	0		0	0	0	s
mya_____________A	16.118095751	16.5894827603	7	1	4.0	1067.0	1	1	1	1	17.0	17.0	11.0	17.0	3.0	6.0					1.0	2.0	34.0	46.0	0	0	0	1	1	1	0	0	0	0	1	1						33134.0	61770.0	333808.0	5.0	38343.0	98.0	3909.0	4.0	0	9678.0	226485555.171	267.0	1	0	14.0	0	0	1	v
myc_____________A	0.0	9.95232533462	0	8.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
myb_____________A	0.0	11.3885067116	0	5	1.0	1035.0	0	0	0	0	1.0	1.0	4.0	4.0	2.0	2.0							6.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0														0			221.0	1	0	1.0	0	0	0	-
mye_____________A	0.0	10.7144399907	0	6.0			0	0	0	0	1.0	1.0	3.0	3.0							1.0	1.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			175.0	0	0		0	0	0	-
myd_____________A	0.0	6.73459165997	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
myg_____________A	0.0	8.57565076099	0	6.5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
myf_____________A	0.0	8.27893600229	6	6.0			0	0	0	0			3.0	3.0									6.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			170.0	0	0		0	0	0	s
bcx_____________R	0.0	0.0	0	7	3.0	297017.0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	1	-
abai1241________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
bata1295________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kani1283________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
nasv1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
nati1244________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1hx_____________L	0.0	1.79175946923	8	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
08o_____________L	0.0	2.48490664979	8	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	1	-
nisv1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
niti1249________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
oldm1243________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
orko1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	1	-
pauw1243________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
poll1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
sisi1250________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
taut1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
vivt1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
buen1244________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pale1254________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tule1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1kt_____________L	0.0	8.05927622331	6	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
amam1247________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
anga1315________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1ku_____________L	0.0	5.99396142731	7	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1kv_____________L	0.0	6.69579891706	7	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
bura1295________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
burk1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
chat1269________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
enga1253________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
gamb1259________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
geor1254________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ghar1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
guin1260________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
guya1253________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
iraq1246________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kafr1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kaja1257________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kere1299________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kuwa1252________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1kz_____________L	0.0	3.7135720667	8	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mbou1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
nana1261________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
oldb1247________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
oldc1248________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1a4_____________L	0.0	5.70711026475	7	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
papu1255________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tiju1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
yeme1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
yoru1246________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
anau1243________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
apol1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
arai1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
arua1264________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
cari1280________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
joaq1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
juma1250________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kais1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kust1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
magi1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
maip1246________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mana1299________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mara1408________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mori1273________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
paca1247________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pass1250________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
uain1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
uiri1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ware1255________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
haus1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
0qk_____________L	0.0	0.69314718056	9	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
nori1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mans1260________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
cent2300________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
chap1269________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kite1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
nape1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
roco1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
wany1246________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
yaru1257________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
amer1255________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
araf1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
basq1252________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
baux1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
bell1264________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
boni1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
borg1236________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
brok1250________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
brok1252________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
buru1323________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
