	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20	status	stable	status_best	stable_best
cbu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cby_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
igw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
igs_____________A	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
igg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ige_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
igb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
igo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ign_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
igm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
igl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hwo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hwc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hwa_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tlu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pto_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ptn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
all_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
alm_____________A	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
alj_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
alk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pti_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ali_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
alf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ald_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ale_____________A	s	s	s	h	s	h	v	h	h	h	s	s	s	s	s	s	h	s	s	s	borderline	-	borderline	-
alc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kgkpta1_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ala_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
alz_____________A	s	h	v	s	s	s	v	s	s	s	h	s	s	s	s	s	s	s	s	v	borderline	-	borderline	-
pty_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
aly_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ptw_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
ptv_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
ptu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
alu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
alr_____________A	s	s	h	h	h	s	h	h	s	h	h	s	s	s	s	h	h	h	h	s	dead	-	dead	h
ptr_____________A	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ptq_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
alq_____________A	h	h	v	h	s	h	s	h	h	h	h	tg	s	h	h	h	h	h	h	h	borderline	-	dead	-
rob_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
faz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fax_____________A	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	h	h	h	h	h	dead	-	dead	h
fay_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
far_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
fap_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fat_____________A	s	h	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	h	dead	-	dead	s
fau_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
faj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	s	s	s	dead	-	dead	s
fak_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fah_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fai_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fan_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fao_____________A	tg	v	tg	v	v	tg	tg	v	tg	tg	v	tg	tg	v	v	v	tg	v	v	v	living	-	living	-
fal_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
fam_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fab_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
uwa_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
faa_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
faf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fag_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fad_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
teh_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
tei_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nby_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tek_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tel_____________A	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	living	v	living	v
tem_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	v	borderline	-	dead	s
ten_____________A	h	h	s	s	s	h	s	h	h	h	s	h	h	h	h	s	h	h	s	h	dead	-	dead	-
teo_____________A	h	h	h	s	s	s	h	s	s	h	h	s	s	v	h	h	h	h	h	s	borderline	-	dead	h
nbs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbv_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbt_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbl_____________A	tg	h	tg	tg	v	tg	tg	tg	tg	tg	tg	tg	tg	v	h	v	tg	tg	tg	tg	borderline	-	living	tg
nbc_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	dead	-	dead	s
nbb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nba_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tes_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbg_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
ror_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nbd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sug_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
suf_____________R	h	h	h	h	h	h	h	h	h	s	s	s	h	h	s	h	s	s	s	h	dead	-	dead	-
sue_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
suc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sub_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sua_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sun_____________A	v	v	v	v	h	v	v	v	tg	v	v	v	v	v	v	v	v	v	v	v	borderline	-	living	v
sumsum0_________r	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
suk_____________A	s	s	h	v	s	s	v	s	s	s	s	s	s	s	s	s	s	s	s	s	borderline	-	borderline	-
suj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sui_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rou_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
suw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
suu_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
sut_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
sus_____________A	v	v	v	v	s	s	s	v	v	s	v	tg	s	s	s	v	s	s	s	v	borderline	-	dead	s
sur_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
suq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
row_____________A	s	h	v	s	s	h	s	s	s	s	h	h	s	s	h	s	s	h	h	h	borderline	-	dead	-
sbx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
suy_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sux_____________A	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
sco_____________A	v	h	v	s	s	h	v	v	v	v	v	tg	h	v	v	h	h	v	h	v	borderline	-	living	v
sby_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbb_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
sbc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sba_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rkt_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rkw_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
sbd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rka_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rkb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rkm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rkh_____________A	s	s	h	h	h	s	h	h	s	h	h	s	s	s	s	s	h	h	h	s	dead	-	dead	h
rki_____________A	h	h	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
sbi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sbl_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	h	s	s	s	h	dead	-	dead	s
sbm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yva_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pzn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sce_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
oyy_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
oym_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
oyd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
oyb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lha_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lhn_____________A	h	s	h	s	s	s	s	s	s	s	s	s	h	h	s	s	s	s	s	h	dead	-	dead	s
lhm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lhl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lhi_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lhh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lhu_____________A	h	h	h	h	h	s	h	h	h	h	h	tg	h	h	h	h	h	h	h	h	borderline	-	dead	h
lht_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
lhs_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lhp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ynl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ynn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
yno_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ynh_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
ynk_____________A	s	s	s	h	s	h	h	h	s	h	s	s	s	s	s	s	h	s	s	s	dead	-	dead	-
ynd_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
yne_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yng_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yna_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ynu_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ynq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
yns_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tln_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
izh_____________A	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	h	h	h	h	s	dead	-	dead	h
izi_____________R	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
izr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
izz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wlx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wly_____________A	h	h	h	h	h	h	h	h	h	h	s	h	h	h	s	h	s	s	s	h	dead	-	dead	-
wlr_____________A	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
wls_____________A	h	h	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
wlu_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
wlv_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wlw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wli_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wlk_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
wll_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wlm_____________A	h	h	h	h	h	h	h	h	h	s	s	s	h	h	s	h	s	s	s	h	dead	-	dead	-
wln_____________A	tg	tg	v	v	tg	v	v	tg	tg	h	tg	v	v	v	v	v	tg	tg	v	tg	borderline	-	living	-
wlo_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
wla_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wlc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wle_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
wlg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gpn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gpe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gpa_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ime_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
efi_____________A	v	v	v	v	v	s	v	v	v	v	v	s	s	v	s	v	v	v	s	v	borderline	-	living	v
efa_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
efe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
jsl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
scq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
scp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cde_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cdf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cdg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cda_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rtc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
rtm_____________A	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
cdm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cdn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cdo_____________A	s	s	s	s	s	s	v	s	v	s	s	v	s	v	v	s	s	v	s	v	borderline	-	living	v
cdh_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
cdi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cdj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rtw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cdr_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
cds_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tcz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cdy_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
cdz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfa_____________A	v	v	v	v	v	s	v	v	v	v	v	s	s	v	s	v	v	v	s	v	borderline	-	living	v
bfg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bff_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bfs_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bfr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
